Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Mês (Código),Mês,valor_numerico
1,Brasil,2,%,0.18,1,Brasil,63,IPCA - Variação mensal,202511,novembro 2025,18.0
1,Brasil,2,%,0.33,1,Brasil,63,IPCA - Variação mensal,202512,dezembro 2025,33.0
1,Brasil,2,%,0.33,1,Brasil,63,IPCA - Variação mensal,202601,janeiro 2026,33.0
1,Brasil,2,%,0.70,1,Brasil,63,IPCA - Variação mensal,202602,fevereiro 2026,70.0
1,Brasil,2,%,0.88,1,Brasil,63,IPCA - Variação mensal,202603,março 2026,88.0
1,Brasil,2,%,0.67,1,Brasil,63,IPCA - Variação mensal,202604,abril 2026,67.0
1,Brasil,2,%,0.58,1,Brasil,63,IPCA - Variação mensal,202605,maio 2026,58.0
1,Brasil,2,%,0.16,1,Brasil,63,IPCA - Variação mensal,202606,junho 2026,16.0
1,Brasil,2,%,0.07,1,Brasil,63,IPCA - Variação mensal,202607,julho 2026,7.0
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,197912,dezembro 1979,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198001,janeiro 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198002,fevereiro 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198003,março 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198004,abril 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198005,maio 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198006,junho 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198007,julho 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198008,agosto 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198009,setembro 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198010,outubro 1980,
1,Brasil,,,...,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198011,novembro 1980,
1,Brasil,2,%,99.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198012,dezembro 1980,9925.0
1,Brasil,2,%,99.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198101,janeiro 1981,9967.0
1,Brasil,2,%,103.07,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198102,fevereiro 1981,10307.0
1,Brasil,2,%,101.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198103,março 1981,10103.0
1,Brasil,2,%,103.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198104,abril 1981,10327.0
1,Brasil,2,%,103.00,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198105,maio 1981,10300.0
1,Brasil,2,%,103.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198106,junho 1981,10341.0
1,Brasil,2,%,104.78,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198107,julho 1981,10478.0
1,Brasil,2,%,105.85,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198108,agosto 1981,10585.0
1,Brasil,2,%,107.88,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198109,setembro 1981,10788.0
1,Brasil,2,%,99.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198110,outubro 1981,9952.0
1,Brasil,2,%,96.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198111,novembro 1981,9689.0
1,Brasil,2,%,95.62,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198112,dezembro 1981,9562.0
1,Brasil,2,%,95.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198201,janeiro 1982,9586.0
1,Brasil,2,%,96.29,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198202,fevereiro 1982,9629.0
1,Brasil,2,%,97.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198203,março 1982,9768.0
1,Brasil,2,%,96.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198204,abril 1982,9661.0
1,Brasil,2,%,98.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198205,maio 1982,9865.0
1,Brasil,2,%,101.64,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198206,junho 1982,10164.0
1,Brasil,2,%,101.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198207,julho 1982,10184.0
1,Brasil,2,%,102.75,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198208,agosto 1982,10275.0
1,Brasil,2,%,102.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198209,setembro 1982,10241.0
1,Brasil,2,%,101.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198210,outubro 1982,10119.0
1,Brasil,2,%,101.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198211,novembro 1982,10122.0
1,Brasil,2,%,104.79,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198212,dezembro 1982,10479.0
1,Brasil,2,%,108.00,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198301,janeiro 1983,10800.0
1,Brasil,2,%,110.38,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198302,fevereiro 1983,11038.0
1,Brasil,2,%,113.63,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198303,março 1983,11363.0
1,Brasil,2,%,115.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198304,abril 1983,11503.0
1,Brasil,2,%,114.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198305,maio 1983,11467.0
1,Brasil,2,%,120.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198306,junho 1983,12024.0
1,Brasil,2,%,127.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198307,julho 1983,12794.0
1,Brasil,2,%,134.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198308,agosto 1983,13469.0
1,Brasil,2,%,146.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198309,setembro 1983,14635.0
1,Brasil,2,%,156.78,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198310,outubro 1983,15678.0
1,Brasil,2,%,161.90,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198311,novembro 1983,16190.0
1,Brasil,2,%,164.01,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198312,dezembro 1983,16401.0
1,Brasil,2,%,166.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198401,janeiro 1984,16651.0
1,Brasil,2,%,170.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198402,fevereiro 1984,17057.0
1,Brasil,2,%,174.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198403,março 1984,17459.0
1,Brasil,2,%,182.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198404,abril 1984,18222.0
1,Brasil,2,%,189.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198405,maio 1984,18903.0
1,Brasil,2,%,189.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198406,junho 1984,18955.0
1,Brasil,2,%,188.62,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198407,julho 1984,18862.0
1,Brasil,2,%,189.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198408,agosto 1984,18925.0
1,Brasil,2,%,193.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198409,setembro 1984,19305.0
1,Brasil,2,%,197.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198410,outubro 1984,19727.0
1,Brasil,2,%,205.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198411,novembro 1984,20597.0
1,Brasil,2,%,215.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198412,dezembro 1984,21526.0
1,Brasil,2,%,221.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198501,janeiro 1985,22127.0
1,Brasil,2,%,225.28,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198502,fevereiro 1985,22528.0
1,Brasil,2,%,228.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198503,março 1985,22893.0
1,Brasil,2,%,224.88,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198504,abril 1985,22488.0
1,Brasil,2,%,219.36,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198505,maio 1985,21936.0
1,Brasil,2,%,214.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198506,junho 1985,21476.0
1,Brasil,2,%,216.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198507,julho 1985,21644.0
1,Brasil,2,%,224.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198508,agosto 1985,22426.0
1,Brasil,2,%,222.43,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198509,setembro 1985,22243.0
1,Brasil,2,%,222.95,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198510,outubro 1985,22295.0
1,Brasil,2,%,233.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198511,novembro 1985,23302.0
1,Brasil,2,%,242.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198512,dezembro 1985,24223.0
1,Brasil,2,%,250.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198601,janeiro 1986,25023.0
1,Brasil,2,%,256.08,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198602,fevereiro 1986,25608.0
1,Brasil,2,%,238.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198603,março 1986,23865.0
1,Brasil,2,%,215.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198604,abril 1986,21544.0
1,Brasil,2,%,198.38,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198605,maio 1986,19838.0
1,Brasil,2,%,178.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198606,junho 1986,17852.0
1,Brasil,2,%,156.80,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198607,julho 1986,15680.0
1,Brasil,2,%,137.33,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198608,agosto 1986,13733.0
1,Brasil,2,%,117.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198609,setembro 1986,11725.0
1,Brasil,2,%,100.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198610,outubro 1986,10013.0
1,Brasil,2,%,85.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198611,novembro 1986,8517.0
1,Brasil,2,%,79.66,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198612,dezembro 1986,7966.0
1,Brasil,2,%,77.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198701,janeiro 1987,7784.0
1,Brasil,2,%,77.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198702,fevereiro 1987,7771.0
1,Brasil,2,%,97.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198703,março 1987,9739.0
1,Brasil,2,%,133.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198704,abril 1987,13327.0
1,Brasil,2,%,179.40,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198705,maio 1987,17940.0
1,Brasil,2,%,230.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198706,junho 1987,23027.0
1,Brasil,2,%,254.63,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198707,julho 1987,25463.0
1,Brasil,2,%,259.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198708,agosto 1987,25914.0
1,Brasil,2,%,280.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198709,setembro 1987,28055.0
1,Brasil,2,%,315.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198710,outubro 1987,31535.0
1,Brasil,2,%,353.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198711,novembro 1987,35327.0
1,Brasil,2,%,363.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198712,dezembro 1987,36341.0
1,Brasil,2,%,386.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198801,janeiro 1988,38667.0
1,Brasil,2,%,399.90,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198802,fevereiro 1988,39990.0
1,Brasil,2,%,405.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198803,março 1988,40518.0
1,Brasil,2,%,405.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198804,abril 1988,40599.0
1,Brasil,2,%,389.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198805,maio 1988,38919.0
1,Brasil,2,%,398.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198806,junho 1988,39854.0
1,Brasil,2,%,456.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198807,julho 1988,45652.0
1,Brasil,2,%,545.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198808,agosto 1988,54524.0
1,Brasil,2,%,662.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198809,setembro 1988,66299.0
1,Brasil,2,%,761.78,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198810,outubro 1988,76178.0
1,Brasil,2,%,858.09,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198811,novembro 1988,85809.0
1,Brasil,2,%,980.21,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198812,dezembro 1988,98021.0
1,Brasil,2,%,1149.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198901,janeiro 1989,114922.0
1,Brasil,2,%,1160.88,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198902,fevereiro 1989,116088.0
1,Brasil,2,%,1045.29,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198903,março 1989,104529.0
1,Brasil,2,%,940.07,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198904,abril 1989,94007.0
1,Brasil,2,%,944.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198905,maio 1989,94450.0
1,Brasil,2,%,1001.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198906,junho 1989,100144.0
1,Brasil,2,%,1054.11,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198907,julho 1989,105411.0
1,Brasil,2,%,1169.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198908,agosto 1989,116915.0
1,Brasil,2,%,1269.82,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198909,setembro 1989,126982.0
1,Brasil,2,%,1424.12,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198910,outubro 1989,142412.0
1,Brasil,2,%,1660.95,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198911,novembro 1989,166095.0
1,Brasil,2,%,1972.91,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,198912,dezembro 1989,197291.0
1,Brasil,2,%,2426.12,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199001,janeiro 1990,242612.0
1,Brasil,2,%,3701.29,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199002,fevereiro 1990,370129.0
1,Brasil,2,%,6390.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199003,março 1990,639053.0
1,Brasil,2,%,6821.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199004,abril 1990,682131.0
1,Brasil,2,%,6214.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199005,maio 1990,621499.0
1,Brasil,2,%,5385.43,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199006,junho 1990,538543.0
1,Brasil,2,%,4749.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199007,julho 1990,474903.0
1,Brasil,2,%,3993.62,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199008,agosto 1990,399362.0
1,Brasil,2,%,3304.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199009,setembro 1990,330471.0
1,Brasil,2,%,2685.74,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199010,outubro 1990,268574.0
1,Brasil,2,%,2101.34,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199011,novembro 1990,210134.0
1,Brasil,2,%,1620.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199012,dezembro 1990,162097.0
1,Brasil,2,%,1140.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199101,janeiro 1991,114027.0
1,Brasil,2,%,752.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199102,fevereiro 1991,75202.0
1,Brasil,2,%,422.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199103,março 1991,42284.0
1,Brasil,2,%,375.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199104,abril 1991,37518.0
1,Brasil,2,%,374.48,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199105,maio 1991,37448.0
1,Brasil,2,%,372.10,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199106,junho 1991,37210.0
1,Brasil,2,%,369.96,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199107,julho 1991,36996.0
1,Brasil,2,%,381.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199108,agosto 1991,38141.0
1,Brasil,2,%,386.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199109,setembro 1991,38655.0
1,Brasil,2,%,411.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199110,outubro 1991,41152.0
1,Brasil,2,%,448.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199111,novembro 1991,44831.0
1,Brasil,2,%,472.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199112,dezembro 1991,47270.0
1,Brasil,2,%,497.32,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199201,janeiro 1992,49732.0
1,Brasil,2,%,515.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199202,fevereiro 1992,51513.0
1,Brasil,2,%,567.21,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199203,março 1992,56721.0
1,Brasil,2,%,662.16,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199204,abril 1992,66216.0
1,Brasil,2,%,785.81,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199205,maio 1992,78581.0
1,Brasil,2,%,857.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199206,junho 1992,85768.0
1,Brasil,2,%,937.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199207,julho 1992,93794.0
1,Brasil,2,%,996.37,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199208,agosto 1992,99637.0
1,Brasil,2,%,1081.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199209,setembro 1992,108170.0
1,Brasil,2,%,1130.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199210,outubro 1992,113094.0
1,Brasil,2,%,1104.20,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199211,novembro 1992,110420.0
1,Brasil,2,%,1119.10,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199212,dezembro 1992,111910.0
1,Brasil,2,%,1161.79,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199301,janeiro 1993,116179.0
1,Brasil,2,%,1168.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199302,fevereiro 1993,116849.0
1,Brasil,2,%,1229.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199303,março 1993,122971.0
1,Brasil,2,%,1316.42,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199304,abril 1993,131642.0
1,Brasil,2,%,1348.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199305,maio 1993,134852.0
1,Brasil,2,%,1467.33,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199306,junho 1993,146733.0
1,Brasil,2,%,1581.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199307,julho 1993,158170.0
1,Brasil,2,%,1730.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199308,agosto 1993,173067.0
1,Brasil,2,%,1893.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199309,setembro 1993,189313.0
1,Brasil,2,%,2031.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199310,outubro 1993,203127.0
1,Brasil,2,%,2258.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199311,novembro 1993,225868.0
1,Brasil,2,%,2477.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199312,dezembro 1993,247715.0
1,Brasil,2,%,2693.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199401,janeiro 1994,269384.0
1,Brasil,2,%,3035.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199402,fevereiro 1994,303571.0
1,Brasil,2,%,3417.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199403,março 1994,341739.0
1,Brasil,2,%,3828.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199404,abril 1994,382849.0
1,Brasil,2,%,4331.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199405,maio 1994,433119.0
1,Brasil,2,%,4922.60,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199406,junho 1994,492260.0
1,Brasil,2,%,4005.08,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199407,julho 1994,400508.0
1,Brasil,2,%,3044.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199408,agosto 1994,304489.0
1,Brasil,2,%,2253.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199409,setembro 1994,225315.0
1,Brasil,2,%,1703.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199410,outubro 1994,170317.0
1,Brasil,2,%,1267.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199411,novembro 1994,126754.0
1,Brasil,2,%,916.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199412,dezembro 1994,91646.0
1,Brasil,2,%,631.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199501,janeiro 1995,63154.0
1,Brasil,2,%,426.83,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199502,fevereiro 1995,42683.0
1,Brasil,2,%,274.78,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199503,março 1995,27478.0
1,Brasil,2,%,169.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199504,abril 1995,16905.0
1,Brasil,2,%,91.79,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199505,maio 1995,9179.0
1,Brasil,2,%,33.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199506,junho 1995,3303.0
1,Brasil,2,%,27.45,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199507,julho 1995,2745.0
1,Brasil,2,%,26.36,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199508,agosto 1995,2636.0
1,Brasil,2,%,25.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199509,setembro 1995,2569.0
1,Brasil,2,%,24.21,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199510,outubro 1995,2421.0
1,Brasil,2,%,22.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199511,novembro 1995,2259.0
1,Brasil,2,%,22.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199512,dezembro 1995,2241.0
1,Brasil,2,%,21.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199601,janeiro 1996,2197.0
1,Brasil,2,%,21.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199602,fevereiro 1996,2199.0
1,Brasil,2,%,20.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199603,março 1996,2055.0
1,Brasil,2,%,19.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199604,abril 1996,1917.0
1,Brasil,2,%,17.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199605,maio 1996,1749.0
1,Brasil,2,%,16.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199606,junho 1996,1626.0
1,Brasil,2,%,14.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199607,julho 1996,1484.0
1,Brasil,2,%,14.21,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199608,agosto 1996,1421.0
1,Brasil,2,%,13.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199609,setembro 1996,1326.0
1,Brasil,2,%,12.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199610,outubro 1996,1202.0
1,Brasil,2,%,10.75,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199611,novembro 1996,1075.0
1,Brasil,2,%,9.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199612,dezembro 1996,956.0
1,Brasil,2,%,9.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199701,janeiro 1997,939.0
1,Brasil,2,%,8.82,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199702,fevereiro 1997,882.0
1,Brasil,2,%,8.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199703,março 1997,899.0
1,Brasil,2,%,8.58,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199704,abril 1997,858.0
1,Brasil,2,%,7.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199705,maio 1997,771.0
1,Brasil,2,%,7.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199706,junho 1997,702.0
1,Brasil,2,%,6.08,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199707,julho 1997,608.0
1,Brasil,2,%,5.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199708,agosto 1997,559.0
1,Brasil,2,%,5.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199709,setembro 1997,550.0
1,Brasil,2,%,5.42,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199710,outubro 1997,542.0
1,Brasil,2,%,5.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199711,novembro 1997,527.0
1,Brasil,2,%,5.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199712,dezembro 1997,522.0
1,Brasil,2,%,4.73,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199801,janeiro 1998,473.0
1,Brasil,2,%,4.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199802,fevereiro 1998,469.0
1,Brasil,2,%,4.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199803,março 1998,452.0
1,Brasil,2,%,3.85,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199804,abril 1998,385.0
1,Brasil,2,%,3.95,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199805,maio 1998,395.0
1,Brasil,2,%,3.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199806,junho 1998,341.0
1,Brasil,2,%,3.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199807,julho 1998,306.0
1,Brasil,2,%,2.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199808,agosto 1998,255.0
1,Brasil,2,%,2.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199809,setembro 1998,227.0
1,Brasil,2,%,2.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199810,outubro 1998,205.0
1,Brasil,2,%,1.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199811,novembro 1998,176.0
1,Brasil,2,%,1.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199812,dezembro 1998,165.0
1,Brasil,2,%,1.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199901,janeiro 1999,165.0
