Ticker;Nome_Empresa;Setor;Subsetor;Tipo_Ativo
BBC 3;NÃO ENCONTRADO;;;
BBC 4;NÃO ENCONTRADO;;;
BBCM12;NÃO ENCONTRADO;;;
BBCM3;NÃO ENCONTRADO;;;
BBCM4;NÃO ENCONTRADO;;;
BBD 3;NÃO ENCONTRADO;;;
BBD 4;NÃO ENCONTRADO;;;
BBFI11B;NÃO ENCONTRADO;;;
BBR 3;NÃO ENCONTRADO;;;
BBRK3;NÃO ENCONTRADO;;;
BBTG11;NÃO ENCONTRADO;;;
BBTG12;NÃO ENCONTRADO;;;
BBTG35;NÃO ENCONTRADO;;;
BBTG36;NÃO ENCONTRADO;;;
BBV 3;NÃO ENCONTRADO;;;
BBV 4;NÃO ENCONTRADO;;;
BBV 5;NÃO ENCONTRADO;;;
BBV 6;NÃO ENCONTRADO;;;
BBVH11;NÃO ENCONTRADO;;;
BBVH12;NÃO ENCONTRADO;;;
BBVT3;NÃO ENCONTRADO;;;
BBVT5;NÃO ENCONTRADO;;;
BBVT6;NÃO ENCONTRADO;;;
BCA 5;NÃO ENCONTRADO;;;
BCA 6;NÃO ENCONTRADO;;;
BCAL6;NÃO ENCONTRADO;;;
BCE 3;NÃO ENCONTRADO;;;
BCE 4;NÃO ENCONTRADO;;;
BCM 4;NÃO ENCONTRADO;;;
BCMG3;NÃO ENCONTRADO;;;
BCN 3;NÃO ENCONTRADO;;;
BCN 4;NÃO ENCONTRADO;;;
BCNA3;NÃO ENCONTRADO;;;
BCNA4;NÃO ENCONTRADO;;;
BDB 3;NÃO ENCONTRADO;;;
BDB 4;NÃO ENCONTRADO;;;
BDE 3;NÃO ENCONTRADO;;;
BDE 4;NÃO ENCONTRADO;;;
BDEP3;NÃO ENCONTRADO;;;
BDEP4;NÃO ENCONTRADO;;;
BDL 3;NÃO ENCONTRADO;;;
BDL 4;NÃO ENCONTRADO;;;
BEB 4;NÃO ENCONTRADO;;;
BEB 8;NÃO ENCONTRADO;;;
BEBA3;NÃO ENCONTRADO;;;
BEBA5;NÃO ENCONTRADO;;;
BEBA6;NÃO ENCONTRADO;;;
BEC 3;NÃO ENCONTRADO;;;
BEC 4;NÃO ENCONTRADO;;;
BECE3;NÃO ENCONTRADO;;;
BECE4;NÃO ENCONTRADO;;;
BEE 3;NÃO ENCONTRADO;;;
BEES11;NÃO ENCONTRADO;;;
BEG 3;NÃO ENCONTRADO;;;
BEG 4;NÃO ENCONTRADO;;;
BEGE39;NÃO ENCONTRADO;;;
BEL 3;NÃO ENCONTRADO;;;
BEL 4;NÃO ENCONTRADO;;;
BELG3;NÃO ENCONTRADO;;;
BELG4;NÃO ENCONTRADO;;;
BEM 3;NÃO ENCONTRADO;;;
BEM 4;NÃO ENCONTRADO;;;
BEMA3;NÃO ENCONTRADO;;;
BEMG3;NÃO ENCONTRADO;;;
BEMG4;NÃO ENCONTRADO;;;
BEP 3;NÃO ENCONTRADO;;;
BEP 4;NÃO ENCONTRADO;;;
BEP 6;NÃO ENCONTRADO;;;
BEPA3;NÃO ENCONTRADO;;;
BEPA4;NÃO ENCONTRADO;;;
BER 3;NÃO ENCONTRADO;;;
BERG3;NÃO ENCONTRADO;;;
BES 3;NÃO ENCONTRADO;;;
BES 4;NÃO ENCONTRADO;;;
BESP3;NÃO ENCONTRADO;;;
BESP4;NÃO ENCONTRADO;;;
BEWH39;NÃO ENCONTRADO;;;
BEX 3;NÃO ENCONTRADO;;;
BEX 4;NÃO ENCONTRADO;;;
BEXC3;NÃO ENCONTRADO;;;
BEXC4;NÃO ENCONTRADO;;;
BFB 3;NÃO ENCONTRADO;;;
BFC 4;NÃO ENCONTRADO;;;
BFI 10;NÃO ENCONTRADO;;;
BFI 3;NÃO ENCONTRADO;;;
BFI 4;NÃO ENCONTRADO;;;
BFIT12;NÃO ENCONTRADO;;;
BFIT3;NÃO ENCONTRADO;;;
BFIT4;NÃO ENCONTRADO;;;
BFRE11;NÃO ENCONTRADO;;;
BFRE12;NÃO ENCONTRADO;;;
BGF 3;NÃO ENCONTRADO;;;
BGF 4;NÃO ENCONTRADO;;;
BGFF3;NÃO ENCONTRADO;;;
BGI 3;NÃO ENCONTRADO;;;
BGI 4;NÃO ENCONTRADO;;;
BGI 6;NÃO ENCONTRADO;;;
BGO 3;NÃO ENCONTRADO;;;
BGO 4;NÃO ENCONTRADO;;;
BGOS3;NÃO ENCONTRADO;;;
BGOS4;NÃO ENCONTRADO;;;
BHEQ3;NÃO ENCONTRADO;;;
BHEQ4;NÃO ENCONTRADO;;;
BHGR3;NÃO ENCONTRADO;;;
BHPG34;NÃO ENCONTRADO;;;
BICB11;NÃO ENCONTRADO;;;
BICB3;NÃO ENCONTRADO;;;
BICB4;NÃO ENCONTRADO;;;
BIDI11;NÃO ENCONTRADO;;;
BIDI3;NÃO ENCONTRADO;;;
BIDI4;NÃO ENCONTRADO;;;
BIGF39;NÃO ENCONTRADO;;;
BIIB34;NÃO ENCONTRADO;;;
BIJR39;NÃO ENCONTRADO;;;
BIO 3;NÃO ENCONTRADO;;;
BIO 5;NÃO ENCONTRADO;;;
BIO 6;NÃO ENCONTRADO;;;
BIO 7;NÃO ENCONTRADO;;;
BIOB3;NÃO ENCONTRADO;;;
BIOB4;NÃO ENCONTRADO;;;
BIOB5;NÃO ENCONTRADO;;;
BIOB6;NÃO ENCONTRADO;;;
BIOB7;NÃO ENCONTRADO;;;
BIOM3M;NÃO ENCONTRADO;;;
BIOM4;NÃO ENCONTRADO;;;
BISA3;NÃO ENCONTRADO;;;
BIV 3;NÃO ENCONTRADO;;;
BIV 4;NÃO ENCONTRADO;;;
BIVT3;NÃO ENCONTRADO;;;
BIVT4;NÃO ENCONTRADO;;;
BKBR3;NÃO ENCONTRADO;;;
BLM 4;NÃO ENCONTRADO;;;
BLME4;NÃO ENCONTRADO;;;
BLP 4;NÃO ENCONTRADO;;;
BMBR4;NÃO ENCONTRADO;;;
BMBR4B;NÃO ENCONTRADO;;;
BMC 3;NÃO ENCONTRADO;;;
BMC 4;NÃO ENCONTRADO;;;
BMC 6;NÃO ENCONTRADO;;;
BMCT12;NÃO ENCONTRADO;;;
BMCT3;NÃO ENCONTRADO;;;
BMCT4;NÃO ENCONTRADO;;;
BME 3;NÃO ENCONTRADO;;;
BME 4;NÃO ENCONTRADO;;;
BMEF3;NÃO ENCONTRADO;;;
BMGB11;NÃO ENCONTRADO;;;
BMI 3;NÃO ENCONTRADO;;;
BMI 4;NÃO ENCONTRADO;;;
BMIN3;NÃO ENCONTRADO;;;
BMK 3;NÃO ENCONTRADO;;;
BMT 3;NÃO ENCONTRADO;;;
BMT 4;NÃO ENCONTRADO;;;
BMTO3;NÃO ENCONTRADO;;;
BMTO4;NÃO ENCONTRADO;;;
BMYB11B;NÃO ENCONTRADO;;;
BNA 3;NÃO ENCONTRADO;;;
BNA 4;NÃO ENCONTRADO;;;
BNB 3;NÃO ENCONTRADO;;;
BNB 4;NÃO ENCONTRADO;;;
BNBR4;NÃO ENCONTRADO;;;
BNCA3;NÃO ENCONTRADO;;;
BNE 3;NÃO ENCONTRADO;;;
BNE 4;NÃO ENCONTRADO;;;
BNET3;NÃO ENCONTRADO;;;
BNET4;NÃO ENCONTRADO;;;
BNN 3;NÃO ENCONTRADO;;;
BOAC11B;NÃO ENCONTRADO;;;
BOAS3;NÃO ENCONTRADO;;;
BOB 4;NÃO ENCONTRADO;;;
BOBR3;NÃO ENCONTRADO;;;
BOEI11B;NÃO ENCONTRADO;;;
BOEI34;NÃO ENCONTRADO;;;
BOVH3;NÃO ENCONTRADO;;;
BOXP34;NÃO ENCONTRADO;;;
BPA 3;NÃO ENCONTRADO;;;
BPAC13;NÃO ENCONTRADO;;;
BPAN4;NÃO ENCONTRADO;;;
BPAR3;NÃO ENCONTRADO;;;
BPAT11;NÃO ENCONTRADO;;;
BPC 4;NÃO ENCONTRADO;;;
BPCO4;NÃO ENCONTRADO;;;
BPHA3;NÃO ENCONTRADO;;;
BPIA3;NÃO ENCONTRADO;;;
BPL 3;NÃO ENCONTRADO;;;
BPL 5;NÃO ENCONTRADO;;;
BPLA3;NÃO ENCONTRADO;;;
BPLA5;NÃO ENCONTRADO;;;
BPNM4;NÃO ENCONTRADO;;;
BPR 3;NÃO ENCONTRADO;;;
BPR 4;NÃO ENCONTRADO;;;
BRD 3;NÃO ENCONTRADO;;;
BRD 4;NÃO ENCONTRADO;;;
BRDT3;NÃO ENCONTRADO;;;
BRDT4;NÃO ENCONTRADO;;;
BRFS3;NÃO ENCONTRADO;;;
BRG 10;NÃO ENCONTRADO;;;
BRG 3;NÃO ENCONTRADO;;;
BRG 5;NÃO ENCONTRADO;;;
BRG 6;NÃO ENCONTRADO;;;
BRG 7;NÃO ENCONTRADO;;;
BRG 8;NÃO ENCONTRADO;;;
BRG 9;NÃO ENCONTRADO;;;
BRGE11;NÃO ENCONTRADO;;;
BRGE12;NÃO ENCONTRADO;;;
BRGE3;NÃO ENCONTRADO;;;
BRGE5;NÃO ENCONTRADO;;;
BRGE6;NÃO ENCONTRADO;;;
BRGE7;NÃO ENCONTRADO;;;
BRGE8;NÃO ENCONTRADO;;;
BRH 3;NÃO ENCONTRADO;;;
BRH 4;NÃO ENCONTRADO;;;
BRH 7;NÃO ENCONTRADO;;;
BRH 8;NÃO ENCONTRADO;;;
BRHA3;NÃO ENCONTRADO;;;
BRHA4;NÃO ENCONTRADO;;;
BRI 3;NÃO ENCONTRADO;;;
BRI 4;NÃO ENCONTRADO;;;
BRIN3;NÃO ENCONTRADO;;;
BRIV3;NÃO ENCONTRADO;;;
BRIV4;NÃO ENCONTRADO;;;
BRML3;NÃO ENCONTRADO;;;
BRPR3;NÃO ENCONTRADO;;;
BRS 3;NÃO ENCONTRADO;;;
BRS 4;NÃO ENCONTRADO;;;
BRSR11;NÃO ENCONTRADO;;;
BRSR4;NÃO ENCONTRADO;;;
BRTO3;NÃO ENCONTRADO;;;
BRTO4;NÃO ENCONTRADO;;;
BRTP12;NÃO ENCONTRADO;;;
BRTP13;NÃO ENCONTRADO;;;
BRTP3;NÃO ENCONTRADO;;;
BRTP4;NÃO ENCONTRADO;;;
BRU 4;NÃO ENCONTRADO;;;
BSAN33;NÃO ENCONTRADO;;;
BSC 5;NÃO ENCONTRADO;;;
BSC 6;NÃO ENCONTRADO;;;
BSCT3;NÃO ENCONTRADO;;;
BSCT5;NÃO ENCONTRADO;;;
BSCT6;NÃO ENCONTRADO;;;
BSE 3;NÃO ENCONTRADO;;;
BSE 4;NÃO ENCONTRADO;;;
BSEG3;NÃO ENCONTRADO;;;
BSEG4;NÃO ENCONTRADO;;;
BSEV3;NÃO ENCONTRADO;;;
BSG 3;NÃO ENCONTRADO;;;
BSGR3;NÃO ENCONTRADO;;;
BSL 3;NÃO ENCONTRADO;;;
BSL 4;NÃO ENCONTRADO;;;
BSU 6;NÃO ENCONTRADO;;;
BSU 7;NÃO ENCONTRADO;;;
BSU 8;NÃO ENCONTRADO;;;
BSUL5;NÃO ENCONTRADO;;;
BSUL6;NÃO ENCONTRADO;;;
BTA 5;NÃO ENCONTRADO;;;
BTA 6;NÃO ENCONTRADO;;;
BTA 7;NÃO ENCONTRADO;;;
BTA 8;NÃO ENCONTRADO;;;
BTAS5;NÃO ENCONTRADO;;;
BTOW3;NÃO ENCONTRADO;;;
BTS 4;NÃO ENCONTRADO;;;
BTTL3;NÃO ENCONTRADO;;;
BTTL4;NÃO ENCONTRADO;;;
BUE 3;NÃO ENCONTRADO;;;
BUE 4;NÃO ENCONTRADO;;;
BUET3;NÃO ENCONTRADO;;;
BUET4;NÃO ENCONTRADO;;;
BVMF3;NÃO ENCONTRADO;;;
BZN 3;NÃO ENCONTRADO;;;
BZN 4;NÃO ENCONTRADO;;;
BZNX4;NÃO ENCONTRADO;;;
C1AG34;NÃO ENCONTRADO;;;
C1BO34;NÃO ENCONTRADO;;;
C1BR34;NÃO ENCONTRADO;;;
C1BS34;NÃO ENCONTRADO;;;
C1DW34;NÃO ENCONTRADO;;;
C1EO34;NÃO ENCONTRADO;;;
C1ER34;NÃO ENCONTRADO;;;
C1FI34;NÃO ENCONTRADO;;;
C1HI34;NÃO ENCONTRADO;;;
C1HL34;NÃO ENCONTRADO;;;
C1HR34;NÃO ENCONTRADO;;;
C1HT34;NÃO ENCONTRADO;;;
C1MA34;NÃO ENCONTRADO;;;
C1MS34;NÃO ENCONTRADO;;;
C1NP34;NÃO ENCONTRADO;;;
C1OG34;NÃO ENCONTRADO;;;
C1OU34;NÃO ENCONTRADO;;;
C1PB34;NÃO ENCONTRADO;;;
C1PR34;NÃO ENCONTRADO;;;
C1SU34;NÃO ENCONTRADO;;;
C1TA34;NÃO ENCONTRADO;;;
C1TL34;NÃO ENCONTRADO;;;
C1TX34;NÃO ENCONTRADO;;;
C1XO34;NÃO ENCONTRADO;;;
CAB 3;NÃO ENCONTRADO;;;
CAB 4;NÃO ENCONTRADO;;;
CAB 7;NÃO ENCONTRADO;;;
CABR13;NÃO ENCONTRADO;;;
CABR3;NÃO ENCONTRADO;;;
CABR4;NÃO ENCONTRADO;;;
CAF 3;NÃO ENCONTRADO;;;
CAF 4;NÃO ENCONTRADO;;;
CAFE3;NÃO ENCONTRADO;;;
CAFE4;NÃO ENCONTRADO;;;
CAIA4B;NÃO ENCONTRADO;;;
CAJI34;NÃO ENCONTRADO;;;
CAL 3;NÃO ENCONTRADO;;;
CAL 4;NÃO ENCONTRADO;;;
CALI4;NÃO ENCONTRADO;;;
CAM 4;NÃO ENCONTRADO;;;
CAMB4;NÃO ENCONTRADO;;;
CAON34;NÃO ENCONTRADO;;;
CAPH34;NÃO ENCONTRADO;;;
CAR 5;NÃO ENCONTRADO;;;
CAR 6;NÃO ENCONTRADO;;;
CARB5;NÃO ENCONTRADO;;;
CARB6;NÃO ENCONTRADO;;;
CARD3;NÃO ENCONTRADO;;;
CASN3;NÃO ENCONTRADO;;;
CASN4;NÃO ENCONTRADO;;;
CATP11B;NÃO ENCONTRADO;;;
CAU 3;NÃO ENCONTRADO;;;
CAU 5;NÃO ENCONTRADO;;;
CBA 3;NÃO ENCONTRADO;;;
CBAG3;NÃO ENCONTRADO;;;
CBD 4;NÃO ENCONTRADO;;;
CBE 3;NÃO ENCONTRADO;;;
CBE 5;NÃO ENCONTRADO;;;
CBF 3;NÃO ENCONTRADO;;;
CBF 4;NÃO ENCONTRADO;;;
CBM 3;NÃO ENCONTRADO;;;
CBM 4;NÃO ENCONTRADO;;;
CBMA3;NÃO ENCONTRADO;;;
CBMA4;NÃO ENCONTRADO;;;
CBN 4;NÃO ENCONTRADO;;;
CBT 3;NÃO ENCONTRADO;;;
CBT 4;NÃO ENCONTRADO;;;
CBV 3;NÃO ENCONTRADO;;;
CBV 4;NÃO ENCONTRADO;;;
CBVI3;NÃO ENCONTRADO;;;
CBVI4;NÃO ENCONTRADO;;;
CCC 3;NÃO ENCONTRADO;;;
CCC 4;NÃO ENCONTRADO;;;
CCCC3;NÃO ENCONTRADO;;;
CCCC4;NÃO ENCONTRADO;;;
CCH 3;NÃO ENCONTRADO;;;
CCH 4;NÃO ENCONTRADO;;;
CCHI3;NÃO ENCONTRADO;;;
CCHI4;NÃO ENCONTRADO;;;
CCIM3;NÃO ENCONTRADO;;;
CCPR3;NÃO ENCONTRADO;;;
CCRO3;NÃO ENCONTRADO;;;
CCT 4;NÃO ENCONTRADO;;;
CCTU4;NÃO ENCONTRADO;;;
CCXC3;NÃO ENCONTRADO;;;
CDO 3;NÃO ENCONTRADO;;;
CDO 4;NÃO ENCONTRADO;;;
CDOU3;NÃO ENCONTRADO;;;
CDOU4;NÃO ENCONTRADO;;;
CEB 3;NÃO ENCONTRADO;;;
CEB 4;NÃO ENCONTRADO;;;
CEBR4;NÃO ENCONTRADO;;;
CEC 3;NÃO ENCONTRADO;;;
CECI3;NÃO ENCONTRADO;;;
CED 3;NÃO ENCONTRADO;;;
CED 5;NÃO ENCONTRADO;;;
CED 6;NÃO ENCONTRADO;;;
CEDO3;NÃO ENCONTRADO;;;
CEDO5;NÃO ENCONTRADO;;;
CEDO6;NÃO ENCONTRADO;;;
CEE 3;NÃO ENCONTRADO;;;
CEE 4;NÃO ENCONTRADO;;;
CEE 5;NÃO ENCONTRADO;;;
CEE 6;NÃO ENCONTRADO;;;
CEEB4;NÃO ENCONTRADO;;;
CEEB5;NÃO ENCONTRADO;;;
CEED3;NÃO ENCONTRADO;;;
CEED3B;NÃO ENCONTRADO;;;
CEED4;NÃO ENCONTRADO;;;
CEED4B;NÃO ENCONTRADO;;;
CEL 3;NÃO ENCONTRADO;;;
CELM3;NÃO ENCONTRADO;;;
CELP3;NÃO ENCONTRADO;;;
CELP5;NÃO ENCONTRADO;;;
CELP6;NÃO ENCONTRADO;;;
CELP7;NÃO ENCONTRADO;;;
CEPE3;NÃO ENCONTRADO;;;
CEPE5;NÃO ENCONTRADO;;;
CEPE6;NÃO ENCONTRADO;;;
CES 3;NÃO ENCONTRADO;;;
CES 4;NÃO ENCONTRADO;;;
CESP3;NÃO ENCONTRADO;;;
CESP4;NÃO ENCONTRADO;;;
CESP5;NÃO ENCONTRADO;;;
CESP6;NÃO ENCONTRADO;;;
CET 3;NÃO ENCONTRADO;;;
CET 4;NÃO ENCONTRADO;;;
CETE3;NÃO ENCONTRADO;;;
CETE4;NÃO ENCONTRADO;;;
CEV 3;NÃO ENCONTRADO;;;
CEV 4;NÃO ENCONTRADO;;;
CEVA3;NÃO ENCONTRADO;;;
CEVA4;NÃO ENCONTRADO;;;
CFLU3;NÃO ENCONTRADO;;;
CFLU4;NÃO ENCONTRADO;;;
CFT 4;NÃO ENCONTRADO;;;
CGA 4;NÃO ENCONTRADO;;;
CGA 5;NÃO ENCONTRADO;;;
CGAS11;NÃO ENCONTRADO;;;
CGAS4;NÃO ENCONTRADO;;;
CGO 3;NÃO ENCONTRADO;;;
CGO 5;NÃO ENCONTRADO;;;
CGO 6;NÃO ENCONTRADO;;;
CGO 8;NÃO ENCONTRADO;;;
CGOS12;NÃO ENCONTRADO;;;
CGOS3;NÃO ENCONTRADO;;;
CGOS4;NÃO ENCONTRADO;;;
CGOS6;NÃO ENCONTRADO;;;
CGR 3;NÃO ENCONTRADO;;;
CGR 4;NÃO ENCONTRADO;;;
CHA 3;NÃO ENCONTRADO;;;
CHA 4;NÃO ENCONTRADO;;;
CHAP11;NÃO ENCONTRADO;;;
CHAP3;NÃO ENCONTRADO;;;
CHAP4;NÃO ENCONTRADO;;;
CHDC34;NÃO ENCONTRADO;;;
CHKE34;NÃO ENCONTRADO;;;
CHVX11B;NÃO ENCONTRADO;;;
CIEL3;NÃO ENCONTRADO;;;
CII 3;NÃO ENCONTRADO;;;
CII 4;NÃO ENCONTRADO;;;
CIIT4;NÃO ENCONTRADO;;;
CINF34;NÃO ENCONTRADO;;;
CIQ 3;NÃO ENCONTRADO;;;
CIQ 4;NÃO ENCONTRADO;;;
CIQU3;NÃO ENCONTRADO;;;
CIQU4;NÃO ENCONTRADO;;;
CJS 3;NÃO ENCONTRADO;;;
CJS 4;NÃO ENCONTRADO;;;
CLAN4;NÃO ENCONTRADO;;;
CLD 4;NÃO ENCONTRADO;;;
CLDX4;NÃO ENCONTRADO;;;
CLGN34;NÃO ENCONTRADO;;;
CLS 3;NÃO ENCONTRADO;;;
CLS 7;NÃO ENCONTRADO;;;
CLS 8;NÃO ENCONTRADO;;;
CLSC5;NÃO ENCONTRADO;;;
CLSC6;NÃO ENCONTRADO;;;
CMCS11B;NÃO ENCONTRADO;;;
CME 4;NÃO ENCONTRADO;;;
CMET4;NÃO ENCONTRADO;;;
CMG 3;NÃO ENCONTRADO;;;
CMG 4;NÃO ENCONTRADO;;;
CMG 7;NÃO ENCONTRADO;;;
CMG 8;NÃO ENCONTRADO;;;
CMGR3;NÃO ENCONTRADO;;;
CMGR4;NÃO ENCONTRADO;;;
CMI 3;NÃO ENCONTRADO;;;
CMI 4;NÃO ENCONTRADO;;;
CMM 4;NÃO ENCONTRADO;;;
CMMA4;NÃO ENCONTRADO;;;
CNF 3;NÃO ENCONTRADO;;;
CNF 4;NÃO ENCONTRADO;;;
CNFB3;NÃO ENCONTRADO;;;
CNFB4;NÃO ENCONTRADO;;;
CNP 4;NÃO ENCONTRADO;;;
CNT 4;NÃO ENCONTRADO;;;
CNTO3;NÃO ENCONTRADO;;;
COB 3;NÃO ENCONTRADO;;;
COB 5;NÃO ENCONTRADO;;;
COB 6;NÃO ENCONTRADO;;;
COBE3B;NÃO ENCONTRADO;;;
COBE5B;NÃO ENCONTRADO;;;
COBE6;NÃO ENCONTRADO;;;
COBE6B;NÃO ENCONTRADO;;;
COC 3;NÃO ENCONTRADO;;;
COC 5;NÃO ENCONTRADO;;;
COC 6;NÃO ENCONTRADO;;;
COCA11B;NÃO ENCONTRADO;;;
COCE6;NÃO ENCONTRADO;;;
COE 4;NÃO ENCONTRADO;;;
COES4;NÃO ENCONTRADO;;;
COG 3;NÃO ENCONTRADO;;;
COG 4;NÃO ENCONTRADO;;;
COGU3;NÃO ENCONTRADO;;;
COGU4;NÃO ENCONTRADO;;;
COLG11B;NÃO ENCONTRADO;;;
COP 3;NÃO ENCONTRADO;;;
COP 4;NÃO ENCONTRADO;;;
COPH11B;NÃO ENCONTRADO;;;
COR 3;NÃO ENCONTRADO;;;
COR 4;NÃO ENCONTRADO;;;
CORR3;NÃO ENCONTRADO;;;
CORR4;NÃO ENCONTRADO;;;
COTY34;NÃO ENCONTRADO;;;
CPC 4;NÃO ENCONTRADO;;;
CPCA3;NÃO ENCONTRADO;;;
CPCA4;NÃO ENCONTRADO;;;
CPE 3;NÃO ENCONTRADO;;;
CPE 4;NÃO ENCONTRADO;;;
CPEE3;NÃO ENCONTRADO;;;
CPEE4;NÃO ENCONTRADO;;;
CPF 4;NÃO ENCONTRADO;;;
CPFG3;NÃO ENCONTRADO;;;
CPFG4;NÃO ENCONTRADO;;;
CPFL3;NÃO ENCONTRADO;;;
CPFL4;NÃO ENCONTRADO;;;
CPFP3;NÃO ENCONTRADO;;;
CPFP4;NÃO ENCONTRADO;;;
CPL 3;NÃO ENCONTRADO;;;
CPL 4;NÃO ENCONTRADO;;;
CPL 5;NÃO ENCONTRADO;;;
CPL 6;NÃO ENCONTRADO;;;
CPLE5;NÃO ENCONTRADO;;;
CPLE6;NÃO ENCONTRADO;;;
CPN 3;NÃO ENCONTRADO;;;
CPN 5;NÃO ENCONTRADO;;;
CPN 6;NÃO ENCONTRADO;;;
CPNE3;NÃO ENCONTRADO;;;
CPNE5;NÃO ENCONTRADO;;;
CPNE6;NÃO ENCONTRADO;;;
CPNY3;NÃO ENCONTRADO;;;
CPRE3;NÃO ENCONTRADO;;;
CPS 3;NÃO ENCONTRADO;;;
CPSL3;NÃO ENCONTRADO;;;
CPTP3B;NÃO ENCONTRADO;;;
CQU 5;NÃO ENCONTRADO;;;
CQU 6;NÃO ENCONTRADO;;;
CQU 7;NÃO ENCONTRADO;;;
CQU 8;NÃO ENCONTRADO;;;
CQUE3;NÃO ENCONTRADO;;;
CQUE4;NÃO ENCONTRADO;;;
CQUE5;NÃO ENCONTRADO;;;
CQUE6;NÃO ENCONTRADO;;;
CQUE7;NÃO ENCONTRADO;;;
CQUE8;NÃO ENCONTRADO;;;
CRB 6;NÃO ENCONTRADO;;;
CRBM3;NÃO ENCONTRADO;;;
CRBM5;NÃO ENCONTRADO;;;
CRBM7;NÃO ENCONTRADO;;;
CRDA34;NÃO ENCONTRADO;;;
CRDE3;NÃO ENCONTRADO;;;
CRE 3;NÃO ENCONTRADO;;;
CRE 4;NÃO ENCONTRADO;;;
CREM3;NÃO ENCONTRADO;;;
CREM4;NÃO ENCONTRADO;;;
CRF 4;NÃO ENCONTRADO;;;
CRFB3;NÃO ENCONTRADO;;;
CRGT3;NÃO ENCONTRADO;;;
CRGT5;NÃO ENCONTRADO;;;
CRHP34;NÃO ENCONTRADO;;;
CRI 3;NÃO ENCONTRADO;;;
CRI 4;NÃO ENCONTRADO;;;
CRIN34;NÃO ENCONTRADO;;;
CRIP34;NÃO ENCONTRADO;;;
CRIV3;NÃO ENCONTRADO;;;
CRIV4;NÃO ENCONTRADO;;;
CRPG3;NÃO ENCONTRADO;;;
CRTP3;NÃO ENCONTRADO;;;
CRTP5;NÃO ENCONTRADO;;;
CRU 3;NÃO ENCONTRADO;;;
CRUZ3;NÃO ENCONTRADO;;;
CSA 3;NÃO ENCONTRADO;;;
CSA 4;NÃO ENCONTRADO;;;
CSAB3;NÃO ENCONTRADO;;;
CSAB4;NÃO ENCONTRADO;;;
CSCO11B;NÃO ENCONTRADO;;;
CSI 3;NÃO ENCONTRADO;;;
CSI 6;NÃO ENCONTRADO;;;
CSIP3;NÃO ENCONTRADO;;;
CSIP6;NÃO ENCONTRADO;;;
CSMB3;NÃO ENCONTRADO;;;
CSMG11;NÃO ENCONTRADO;;;
CSMG12;NÃO ENCONTRADO;;;
CSN 3;NÃO ENCONTRADO;;;
CSP 3;NÃO ENCONTRADO;;;
CSPC3;NÃO ENCONTRADO;;;
CSPC4;NÃO ENCONTRADO;;;
CSPP3;NÃO ENCONTRADO;;;
CSRN3;NÃO ENCONTRADO;;;
CSRN5;NÃO ENCONTRADO;;;
CSRN6;NÃO ENCONTRADO;;;
CST 3;NÃO ENCONTRADO;;;
CST 4;NÃO ENCONTRADO;;;
CST 5;NÃO ENCONTRADO;;;
CST 6;NÃO ENCONTRADO;;;
CSTB3;NÃO ENCONTRADO;;;
CSTB4;NÃO ENCONTRADO;;;
CSUL3;NÃO ENCONTRADO;;;
CTA 3;NÃO ENCONTRADO;;;
CTAN3;NÃO ENCONTRADO;;;
CTAN8;NÃO ENCONTRADO;;;
CTAP3;NÃO ENCONTRADO;;;
CTAX11;NÃO ENCONTRADO;;;
CTAX4;NÃO ENCONTRADO;;;
CTB 4;NÃO ENCONTRADO;;;
CTCO3;NÃO ENCONTRADO;;;
CTGP11B;NÃO ENCONTRADO;;;
CTIP3;NÃO ENCONTRADO;;;
CTK 3;NÃO ENCONTRADO;;;
CTK 4;NÃO ENCONTRADO;;;
CTKA3;NÃO ENCONTRADO;;;
CTL 4;NÃO ENCONTRADO;;;
CTLU4;NÃO ENCONTRADO;;;
CTMI3;NÃO ENCONTRADO;;;
CTN 3;NÃO ENCONTRADO;;;
CTN 4;NÃO ENCONTRADO;;;
CTNM11;NÃO ENCONTRADO;;;
CTNM3;NÃO ENCONTRADO;;;
CTNM4;NÃO ENCONTRADO;;;
CTP 4;NÃO ENCONTRADO;;;
CTPC3;NÃO ENCONTRADO;;;
CTPC4;NÃO ENCONTRADO;;;
CTS 3;NÃO ENCONTRADO;;;
CTS 4;NÃO ENCONTRADO;;;
CTSA3;NÃO ENCONTRADO;;;
CTSA4;NÃO ENCONTRADO;;;
CTSA8;NÃO ENCONTRADO;;;
CTWR3;NÃO ENCONTRADO;;;
CVP 4;NÃO ENCONTRADO;;;
CVPT3;NÃO ENCONTRADO;;;
CVPT4;NÃO ENCONTRADO;;;
CYR 4;NÃO ENCONTRADO;;;
CZA 3;NÃO ENCONTRADO;;;
CZA 4;NÃO ENCONTRADO;;;
CZAR4;NÃO ENCONTRADO;;;
CZLT11;NÃO ENCONTRADO;;;
CZLT33;NÃO ENCONTRADO;;;
CZRS4;NÃO ENCONTRADO;;;
D1FS34;NÃO ENCONTRADO;;;
D1HI34;NÃO ENCONTRADO;;;
D1IS34;NÃO ENCONTRADO;;;
D1OM34;NÃO ENCONTRADO;;;
D1OV34;NÃO ENCONTRADO;;;
D1RE34;NÃO ENCONTRADO;;;
D1RI34;NÃO ENCONTRADO;;;
D1TE34;NÃO ENCONTRADO;;;
D1VN34;NÃO ENCONTRADO;;;
