Ticker;Nome_Empresa;Setor;Subsetor;Tipo_Ativo
LAME3;NÃO ENCONTRADO;;;
LAME4;NÃO ENCONTRADO;;;
LAR 4;NÃO ENCONTRADO;;;
LARK4;NÃO ENCONTRADO;;;
LAT 3;NÃO ENCONTRADO;;;
LATM11;NÃO ENCONTRADO;;;
LATM33;NÃO ENCONTRADO;;;
LATS3;NÃO ENCONTRADO;;;
LATS4;NÃO ENCONTRADO;;;
LATS6;NÃO ENCONTRADO;;;
LBRN34;NÃO ENCONTRADO;;;
LCAM3;NÃO ENCONTRADO;;;
LCS 3;NÃO ENCONTRADO;;;
LCS 4;NÃO ENCONTRADO;;;
LCSA3;NÃO ENCONTRADO;;;
LCSA4;NÃO ENCONTRADO;;;
LDR 4;NÃO ENCONTRADO;;;
LEC 4;NÃO ENCONTRADO;;;
LECO4;NÃO ENCONTRADO;;;
LET 3;NÃO ENCONTRADO;;;
LET 4;NÃO ENCONTRADO;;;
LETO3;NÃO ENCONTRADO;;;
LETO4;NÃO ENCONTRADO;;;
LETO5;NÃO ENCONTRADO;;;
LEV 3;NÃO ENCONTRADO;;;
LEV 4;NÃO ENCONTRADO;;;
LEVE4;NÃO ENCONTRADO;;;
LFF 4;NÃO ENCONTRADO;;;
LFFE3;NÃO ENCONTRADO;;;
LFFE4;NÃO ENCONTRADO;;;
LGLO4;NÃO ENCONTRADO;;;
LHER4;NÃO ENCONTRADO;;;
LIA 4;NÃO ENCONTRADO;;;
LIAS4;NÃO ENCONTRADO;;;
LIB 3;NÃO ENCONTRADO;;;
LIBP3;NÃO ENCONTRADO;;;
LIG 3;NÃO ENCONTRADO;;;
LIGH11;NÃO ENCONTRADO;;;
LIGH3;NÃO ENCONTRADO;;;
LILY11B;NÃO ENCONTRADO;;;
LIM 4;NÃO ENCONTRADO;;;
LIMA4;NÃO ENCONTRADO;;;
LINX3;NÃO ENCONTRADO;;;
LIP 3;NÃO ENCONTRADO;;;
LIPR3;NÃO ENCONTRADO;;;
LIQO3;NÃO ENCONTRADO;;;
LIT 3;NÃO ENCONTRADO;;;
LIT 4;NÃO ENCONTRADO;;;
LITS3;NÃO ENCONTRADO;;;
LITS4;NÃO ENCONTRADO;;;
LIX 3;NÃO ENCONTRADO;;;
LIX 4;NÃO ENCONTRADO;;;
LIXC3;NÃO ENCONTRADO;;;
LIXC4;NÃO ENCONTRADO;;;
LLIS3;NÃO ENCONTRADO;;;
LLXL3;NÃO ENCONTRADO;;;
LMTB11B;NÃO ENCONTRADO;;;
LNKD11B;NÃO ENCONTRADO;;;
LNM 4;NÃO ENCONTRADO;;;
LOA 3;NÃO ENCONTRADO;;;
LOA 4;NÃO ENCONTRADO;;;
LOAR4;NÃO ENCONTRADO;;;
LOB 3;NÃO ENCONTRADO;;;
LOB 4;NÃO ENCONTRADO;;;
LOR 3;NÃO ENCONTRADO;;;
LOR 4;NÃO ENCONTRADO;;;
LOR 8;NÃO ENCONTRADO;;;
LORZ4;NÃO ENCONTRADO;;;
LOWC34;NÃO ENCONTRADO;;;
LPC 3;NÃO ENCONTRADO;;;
LRE 3;NÃO ENCONTRADO;;;
LRE 4;NÃO ENCONTRADO;;;
LREN4;NÃO ENCONTRADO;;;
LSE 4;NÃO ENCONTRADO;;;
LSEH4;NÃO ENCONTRADO;;;
LSXM34;NÃO ENCONTRADO;;;
LSXM35;NÃO ENCONTRADO;;;
LUX 3;NÃO ENCONTRADO;;;
LUX 4;NÃO ENCONTRADO;;;
LUXM3;NÃO ENCONTRADO;;;
M1AS34;NÃO ENCONTRADO;;;
M1BT34;NÃO ENCONTRADO;;;
M1CB34;NÃO ENCONTRADO;;;
M1HK34;NÃO ENCONTRADO;;;
M1KC34;NÃO ENCONTRADO;;;
M1LM34;NÃO ENCONTRADO;;;
M1RO34;NÃO ENCONTRADO;;;
M1SI34;NÃO ENCONTRADO;;;
M1TB34;NÃO ENCONTRADO;;;
M1TC34;NÃO ENCONTRADO;;;
M1TD34;NÃO ENCONTRADO;;;
M1XI34;NÃO ENCONTRADO;;;
MACY34;NÃO ENCONTRADO;;;
MAD 3;NÃO ENCONTRADO;;;
MAD 4;NÃO ENCONTRADO;;;
MAF 3;NÃO ENCONTRADO;;;
MAFE3;NÃO ENCONTRADO;;;
MAG 3;NÃO ENCONTRADO;;;
MAG 5;NÃO ENCONTRADO;;;
MAG 7;NÃO ENCONTRADO;;;
MAGG3;NÃO ENCONTRADO;;;
MAGS3;NÃO ENCONTRADO;;;
MAGS5;NÃO ENCONTRADO;;;
MAGS7;NÃO ENCONTRADO;;;
MAH 3;NÃO ENCONTRADO;;;
MAH 4;NÃO ENCONTRADO;;;
MAHS3;NÃO ENCONTRADO;;;
MAHS4;NÃO ENCONTRADO;;;
MAK 3;NÃO ENCONTRADO;;;
MAKR3;NÃO ENCONTRADO;;;
MAN 3;NÃO ENCONTRADO;;;
MAN 4;NÃO ENCONTRADO;;;
MANM3;NÃO ENCONTRADO;;;
MANM4;NÃO ENCONTRADO;;;
MAOR3B;NÃO ENCONTRADO;;;
MAOR4B;NÃO ENCONTRADO;;;
MAP 3;NÃO ENCONTRADO;;;
MAP 4;NÃO ENCONTRADO;;;
MAPT4;NÃO ENCONTRADO;;;
MARI3;NÃO ENCONTRADO;;;
MAT 3;NÃO ENCONTRADO;;;
MAT 4;NÃO ENCONTRADO;;;
MATC3;NÃO ENCONTRADO;;;
MATC4;NÃO ENCONTRADO;;;
MCDC11B;NÃO ENCONTRADO;;;
MCR 4;NÃO ENCONTRADO;;;
MCRT4;NÃO ENCONTRADO;;;
MDD 3;NÃO ENCONTRADO;;;
MDD 4;NÃO ENCONTRADO;;;
MDE 5;NÃO ENCONTRADO;;;
MDO 4;NÃO ENCONTRADO;;;
MDOU4;NÃO ENCONTRADO;;;
MEC 3;NÃO ENCONTRADO;;;
MEC 4;NÃO ENCONTRADO;;;
MEDI3;NÃO ENCONTRADO;;;
MEHH4;NÃO ENCONTRADO;;;
MEN 5;NÃO ENCONTRADO;;;
MEN 6;NÃO ENCONTRADO;;;
MEND3;NÃO ENCONTRADO;;;
MEND5;NÃO ENCONTRADO;;;
MEND6;NÃO ENCONTRADO;;;
MEP 3;NÃO ENCONTRADO;;;
MEP 5;NÃO ENCONTRADO;;;
MER 3;NÃO ENCONTRADO;;;
MER 4;NÃO ENCONTRADO;;;
MERC3;NÃO ENCONTRADO;;;
MERC4;NÃO ENCONTRADO;;;
MES 3;NÃO ENCONTRADO;;;
MES 4;NÃO ENCONTRADO;;;
MESB3;NÃO ENCONTRADO;;;
MESB4;NÃO ENCONTRADO;;;
METB34;NÃO ENCONTRADO;;;
MFL 3;NÃO ENCONTRADO;;;
MFLU3;NÃO ENCONTRADO;;;
MGE 3;NÃO ENCONTRADO;;;
MGE 4;NÃO ENCONTRADO;;;
MGEL3;NÃO ENCONTRADO;;;
MHAN3B;NÃO ENCONTRADO;;;
MIBV11;NÃO ENCONTRADO;;;
MILK11;NÃO ENCONTRADO;;;
MILK33;NÃO ENCONTRADO;;;
MIM 3;NÃO ENCONTRADO;;;
MIM 4;NÃO ENCONTRADO;;;
MKLC34;NÃO ENCONTRADO;;;
MLCF3;NÃO ENCONTRADO;;;
MLCF4;NÃO ENCONTRADO;;;
MLF 3;NÃO ENCONTRADO;;;
MLF 4;NÃO ENCONTRADO;;;
MLF 6;NÃO ENCONTRADO;;;
MLFT12;NÃO ENCONTRADO;;;
MLFT3;NÃO ENCONTRADO;;;
MLFT4;NÃO ENCONTRADO;;;
MLP 4;NÃO ENCONTRADO;;;
MLPA12;NÃO ENCONTRADO;;;
MLPA4;NÃO ENCONTRADO;;;
MMA 3;NÃO ENCONTRADO;;;
MMAQ4;NÃO ENCONTRADO;;;
MMMC11B;NÃO ENCONTRADO;;;
MMXM3;NÃO ENCONTRADO;;;
MNDL4;NÃO ENCONTRADO;;;
MNP 3;NÃO ENCONTRADO;;;
MNP 4;NÃO ENCONTRADO;;;
MNP 6;NÃO ENCONTRADO;;;
MNPR4;NÃO ENCONTRADO;;;
MNS 3;NÃO ENCONTRADO;;;
MNS 4;NÃO ENCONTRADO;;;
MNSA3;NÃO ENCONTRADO;;;
MNSA4;NÃO ENCONTRADO;;;
MOA 3;NÃO ENCONTRADO;;;
MOAR3;NÃO ENCONTRADO;;;
MPLU3;NÃO ENCONTRADO;;;
MPXE3;NÃO ENCONTRADO;;;
MRCK11B;NÃO ENCONTRADO;;;
MRFG3;NÃO ENCONTRADO;;;
MROE4;NÃO ENCONTRADO;;;
MRS 3;NÃO ENCONTRADO;;;
MRS 4;NÃO ENCONTRADO;;;
MRSA6B;NÃO ENCONTRADO;;;
MRSL3;NÃO ENCONTRADO;;;
MRSL4;NÃO ENCONTRADO;;;
MSA 3;NÃO ENCONTRADO;;;
MSA 4;NÃO ENCONTRADO;;;
MSAN3;NÃO ENCONTRADO;;;
MSAN4;NÃO ENCONTRADO;;;
MSBR11B;NÃO ENCONTRADO;;;
MSCD11B;NÃO ENCONTRADO;;;
MSFT11B;NÃO ENCONTRADO;;;
MSP 3;NÃO ENCONTRADO;;;
MSP 4;NÃO ENCONTRADO;;;
MSPA4;NÃO ENCONTRADO;;;
MST 5;NÃO ENCONTRADO;;;
MSTO11B;NÃO ENCONTRADO;;;
MSTO34;NÃO ENCONTRADO;;;
MSTR5;NÃO ENCONTRADO;;;
MSTR6;NÃO ENCONTRADO;;;
MTB 3;NÃO ENCONTRADO;;;
MTB 4;NÃO ENCONTRADO;;;
MTBR3;NÃO ENCONTRADO;;;
MTBR4;NÃO ENCONTRADO;;;
MTC 3;NÃO ENCONTRADO;;;
MTC 4;NÃO ENCONTRADO;;;
MTCS4;NÃO ENCONTRADO;;;
MTI 3;NÃO ENCONTRADO;;;
MTI 4;NÃO ENCONTRADO;;;
MTIG3;NÃO ENCONTRADO;;;
MTIG4;NÃO ENCONTRADO;;;
MTP 4;NÃO ENCONTRADO;;;
MTPS3;NÃO ENCONTRADO;;;
MTPS4;NÃO ENCONTRADO;;;
MTS 3;NÃO ENCONTRADO;;;
MTS 4;NÃO ENCONTRADO;;;
MTSA3;NÃO ENCONTRADO;;;
MTX 3;NÃO ENCONTRADO;;;
MTX 4;NÃO ENCONTRADO;;;
MUL 4;NÃO ENCONTRADO;;;
MUN 4;NÃO ENCONTRADO;;;
MWE 4;NÃO ENCONTRADO;;;
MWET3;NÃO ENCONTRADO;;;
MYP 3;NÃO ENCONTRADO;;;
MYP 4;NÃO ENCONTRADO;;;
MYP 5;NÃO ENCONTRADO;;;
MYP 7;NÃO ENCONTRADO;;;
MYPK4;NÃO ENCONTRADO;;;
N1BI34;NÃO ENCONTRADO;;;
N1BL34;NÃO ENCONTRADO;;;
N1LS34;NÃO ENCONTRADO;;;
N1OV34;NÃO ENCONTRADO;;;
N1TR34;NÃO ENCONTRADO;;;
N1UE34;NÃO ENCONTRADO;;;
N1VR34;NÃO ENCONTRADO;;;
N1WS34;NÃO ENCONTRADO;;;
N1WS35;NÃO ENCONTRADO;;;
NAF 3;NÃO ENCONTRADO;;;
NAF 4;NÃO ENCONTRADO;;;
NAFG3;NÃO ENCONTRADO;;;
NAFG4;NÃO ENCONTRADO;;;
NAK 3;NÃO ENCONTRADO;;;
NAK 4;NÃO ENCONTRADO;;;
NAKT4;NÃO ENCONTRADO;;;
NEM 4;NÃO ENCONTRADO;;;
NEMO4;NÃO ENCONTRADO;;;
NEOE3;NÃO ENCONTRADO;;;
NEOE3B;NÃO ENCONTRADO;;;
NETC3;NÃO ENCONTRADO;;;
NETC4;NÃO ENCONTRADO;;;
NFLX11B;NÃO ENCONTRADO;;;
NGRD3;NÃO ENCONTRADO;;;
NIKE11B;NÃO ENCONTRADO;;;
NMRH34;NÃO ENCONTRADO;;;
NOG 5;NÃO ENCONTRADO;;;
NOR 3;NÃO ENCONTRADO;;;
NOV 3;NÃO ENCONTRADO;;;
NOV 4;NÃO ENCONTRADO;;;
NOVA3B;NÃO ENCONTRADO;;;
NOVA4;NÃO ENCONTRADO;;;
NOVA4B;NÃO ENCONTRADO;;;
NTCO3;NÃO ENCONTRADO;;;
NUTR3M;NÃO ENCONTRADO;;;
NVRP11;NÃO ENCONTRADO;;;
O1MC34;NÃO ENCONTRADO;;;
ODB 3;NÃO ENCONTRADO;;;
ODB 4;NÃO ENCONTRADO;;;
ODBE3;NÃO ENCONTRADO;;;
ODBE4;NÃO ENCONTRADO;;;
ODER4;NÃO ENCONTRADO;;;
ODPV3;NÃO ENCONTRADO;;;
OGSA3;NÃO ENCONTRADO;;;
OGXP3;NÃO ENCONTRADO;;;
OHLB3;NÃO ENCONTRADO;;;
OLM 4;NÃO ENCONTRADO;;;
OLV 3;NÃO ENCONTRADO;;;
OLV 4;NÃO ENCONTRADO;;;
OLVB4;NÃO ENCONTRADO;;;
OMGE3;NÃO ENCONTRADO;;;
OPDC3B;NÃO ENCONTRADO;;;
OPRE3B;NÃO ENCONTRADO;;;
ORCL11B;NÃO ENCONTRADO;;;
ORI 3;NÃO ENCONTRADO;;;
ORI 4;NÃO ENCONTRADO;;;
ORIO3;NÃO ENCONTRADO;;;
ORIO4;NÃO ENCONTRADO;;;
ORN 4;NÃO ENCONTRADO;;;
OSA 3;NÃO ENCONTRADO;;;
OSA 4;NÃO ENCONTRADO;;;
OSAO4;NÃO ENCONTRADO;;;
OXI 3;NÃO ENCONTRADO;;;
OXI 4;NÃO ENCONTRADO;;;
OXIT3;NÃO ENCONTRADO;;;
OXIT4;NÃO ENCONTRADO;;;
P1AC34;NÃO ENCONTRADO;;;
P1AY34;NÃO ENCONTRADO;;;
P1BC34;NÃO ENCONTRADO;;;
P1EG34;NÃO ENCONTRADO;;;
P1FG34;NÃO ENCONTRADO;;;
P1HM34;NÃO ENCONTRADO;;;
P1IO34;NÃO ENCONTRADO;;;
P1KG34;NÃO ENCONTRADO;;;
P1KI34;NÃO ENCONTRADO;;;
P1KX34;NÃO ENCONTRADO;;;
P1NR34;NÃO ENCONTRADO;;;
P1NW34;NÃO ENCONTRADO;;;
P1PG34;NÃO ENCONTRADO;;;
P1RG34;NÃO ENCONTRADO;;;
P1SA34;NÃO ENCONTRADO;;;
P1SX34;NÃO ENCONTRADO;;;
P1UK34;NÃO ENCONTRADO;;;
P1VH34;NÃO ENCONTRADO;;;
PAI 3;NÃO ENCONTRADO;;;
PAI 4;NÃO ENCONTRADO;;;
PAL 3;NÃO ENCONTRADO;;;
PAL 4;NÃO ENCONTRADO;;;
PALF11;NÃO ENCONTRADO;;;
PALF12;NÃO ENCONTRADO;;;
PALF3;NÃO ENCONTRADO;;;
PALF4;NÃO ENCONTRADO;;;
PALF5;NÃO ENCONTRADO;;;
PALF7;NÃO ENCONTRADO;;;
PARC3;NÃO ENCONTRADO;;;
PARD3;NÃO ENCONTRADO;;;
PAT 4;NÃO ENCONTRADO;;;
PCA 3;NÃO ENCONTRADO;;;
PCA 4;NÃO ENCONTRADO;;;
PCAR11;NÃO ENCONTRADO;;;
PCAR18;NÃO ENCONTRADO;;;
PCAR4;NÃO ENCONTRADO;;;
PCAR5;NÃO ENCONTRADO;;;
PDA 3;NÃO ENCONTRADO;;;
PDA 4;NÃO ENCONTRADO;;;
PDG 10;NÃO ENCONTRADO;;;
PDG 3;NÃO ENCONTRADO;;;
PDG 4;NÃO ENCONTRADO;;;
PDG 7;NÃO ENCONTRADO;;;
PDG 8;NÃO ENCONTRADO;;;
PDI 4;NÃO ENCONTRADO;;;
PEF 3;NÃO ENCONTRADO;;;
PEF 4;NÃO ENCONTRADO;;;
PEF 5;NÃO ENCONTRADO;;;
PEF 6;NÃO ENCONTRADO;;;
PEFX3;NÃO ENCONTRADO;;;
PEFX5;NÃO ENCONTRADO;;;
PEPB11B;NÃO ENCONTRADO;;;
PET 3;NÃO ENCONTRADO;;;
PET 4;NÃO ENCONTRADO;;;
PETZ3;NÃO ENCONTRADO;;;
PFIZ11B;NÃO ENCONTRADO;;;
PGCO11B;NÃO ENCONTRADO;;;
PHMO11B;NÃO ENCONTRADO;;;
PICO3;NÃO ENCONTRADO;;;
PICO4;NÃO ENCONTRADO;;;
PIJU3;NÃO ENCONTRADO;;;
PIJU4;NÃO ENCONTRADO;;;
PIP 3;NÃO ENCONTRADO;;;
PIP 4;NÃO ENCONTRADO;;;
PIPN3;NÃO ENCONTRADO;;;
PIPN4;NÃO ENCONTRADO;;;
PIR 3;NÃO ENCONTRADO;;;
PIR 4;NÃO ENCONTRADO;;;
PIRE3;NÃO ENCONTRADO;;;
PIRE4;NÃO ENCONTRADO;;;
PITI11;NÃO ENCONTRADO;;;
PITI12;NÃO ENCONTRADO;;;
PITI13;NÃO ENCONTRADO;;;
PITI16;NÃO ENCONTRADO;;;
PITI3;NÃO ENCONTRADO;;;
PITI4;NÃO ENCONTRADO;;;
PIUM3;NÃO ENCONTRADO;;;
PIUM4;NÃO ENCONTRADO;;;
PLAS4;NÃO ENCONTRADO;;;
PLD 4;NÃO ENCONTRADO;;;
PLDN4;NÃO ENCONTRADO;;;
PLI 3;NÃO ENCONTRADO;;;
PLI 4;NÃO ENCONTRADO;;;
PLIM3;NÃO ENCONTRADO;;;
PLIM4;NÃO ENCONTRADO;;;
PLT 6;NÃO ENCONTRADO;;;
PLTO5;NÃO ENCONTRADO;;;
PLTO6;NÃO ENCONTRADO;;;
PMA 3;NÃO ENCONTRADO;;;
PMA 4;NÃO ENCONTRADO;;;
PMAM4;NÃO ENCONTRADO;;;
PMET5;NÃO ENCONTRADO;;;
PMET6;NÃO ENCONTRADO;;;
PMSP11B;NÃO ENCONTRADO;;;
PMSP12B;NÃO ENCONTRADO;;;
PMT 4;NÃO ENCONTRADO;;;
PNCS34;NÃO ENCONTRADO;;;
PNO 5;NÃO ENCONTRADO;;;
PNO 6;NÃO ENCONTRADO;;;
PNOR5;NÃO ENCONTRADO;;;
PNOR6;NÃO ENCONTRADO;;;
PNV 3;NÃO ENCONTRADO;;;
PNV 4;NÃO ENCONTRADO;;;
PNVL4;NÃO ENCONTRADO;;;
PNXS3;NÃO ENCONTRADO;;;
PNXS4;NÃO ENCONTRADO;;;
POCO3;NÃO ENCONTRADO;;;
POCO4;NÃO ENCONTRADO;;;
POL 3;NÃO ENCONTRADO;;;
POL 4;NÃO ENCONTRADO;;;
POLA3;NÃO ENCONTRADO;;;
POLA4;NÃO ENCONTRADO;;;
POM 3;NÃO ENCONTRADO;;;
POM 4;NÃO ENCONTRADO;;;
POM 5;NÃO ENCONTRADO;;;
POP 4;NÃO ENCONTRADO;;;
POPR4;NÃO ENCONTRADO;;;
POR 4;NÃO ENCONTRADO;;;
PORP4;NÃO ENCONTRADO;;;
PPA 3;NÃO ENCONTRADO;;;
PPAR3;NÃO ENCONTRADO;;;
PPLA35;NÃO ENCONTRADO;;;
PPLA36;NÃO ENCONTRADO;;;
PPS 4;NÃO ENCONTRADO;;;
PQU 3;NÃO ENCONTRADO;;;
PQU 4;NÃO ENCONTRADO;;;
PQUN3;NÃO ENCONTRADO;;;
PQUN4;NÃO ENCONTRADO;;;
PRB 3;NÃO ENCONTRADO;;;
PRB 4;NÃO ENCONTRADO;;;
PRBC4;NÃO ENCONTRADO;;;
PRBN3;NÃO ENCONTRADO;;;
PRBN4;NÃO ENCONTRADO;;;
PREB11;NÃO ENCONTRADO;;;
PREQ3;NÃO ENCONTRADO;;;
PREQ4;NÃO ENCONTRADO;;;
PRG 3;NÃO ENCONTRADO;;;
PRG 4;NÃO ENCONTRADO;;;
PRGA3;NÃO ENCONTRADO;;;
PRGA4;NÃO ENCONTRADO;;;
PRML3;NÃO ENCONTRADO;;;
PRO 3;NÃO ENCONTRADO;;;
PRO 4;NÃO ENCONTRADO;;;
PRTX3;NÃO ENCONTRADO;;;
PRVI3;NÃO ENCONTRADO;;;
PSI 4;NÃO ENCONTRADO;;;
PSI 6;NÃO ENCONTRADO;;;
PSI 8;NÃO ENCONTRADO;;;
PSIM4;NÃO ENCONTRADO;;;
PTB 3;NÃO ENCONTRADO;;;
PTB 4;NÃO ENCONTRADO;;;
PTBL11;NÃO ENCONTRADO;;;
PTBL12;NÃO ENCONTRADO;;;
PTBL4;NÃO ENCONTRADO;;;
PTCH34;NÃO ENCONTRADO;;;
PTI 3;NÃO ENCONTRADO;;;
PTI 4;NÃO ENCONTRADO;;;
PTIP3;NÃO ENCONTRADO;;;
PTIP4;NÃO ENCONTRADO;;;
PTN 3;NÃO ENCONTRADO;;;
PTN 4;NÃO ENCONTRADO;;;
PTNT3;NÃO ENCONTRADO;;;
PTNT4;NÃO ENCONTRADO;;;
PTP 3;NÃO ENCONTRADO;;;
PTP 4;NÃO ENCONTRADO;;;
PTPA3;NÃO ENCONTRADO;;;
PTPA4;NÃO ENCONTRADO;;;
PTQ 3;NÃO ENCONTRADO;;;
PTQ 4;NÃO ENCONTRADO;;;
PTQS3;NÃO ENCONTRADO;;;
PTQS4;NÃO ENCONTRADO;;;
PVFS3;NÃO ENCONTRADO;;;
PVFS4;NÃO ENCONTRADO;;;
PVL 3;NÃO ENCONTRADO;;;
PVLT11;NÃO ENCONTRADO;;;
PVLT3;NÃO ENCONTRADO;;;
PVP 3;NÃO ENCONTRADO;;;
PVP 4;NÃO ENCONTRADO;;;
PVPR3;NÃO ENCONTRADO;;;
PVPR4;NÃO ENCONTRADO;;;
PXE 4;NÃO ENCONTRADO;;;
PXEC4;NÃO ENCONTRADO;;;
Q1RV34;NÃO ENCONTRADO;;;
Q1UE34;NÃO ENCONTRADO;;;
QCOM11B;NÃO ENCONTRADO;;;
QGEP3;NÃO ENCONTRADO;;;
QGN 3;NÃO ENCONTRADO;;;
QGN 4;NÃO ENCONTRADO;;;
QGNE4;NÃO ENCONTRADO;;;
QGNP3B;NÃO ENCONTRADO;;;
QGNP4B;NÃO ENCONTRADO;;;
R1CL34;NÃO ENCONTRADO;;;
R1EL34;NÃO ENCONTRADO;;;
R1FC34;NÃO ENCONTRADO;;;
R1LC34;NÃO ENCONTRADO;;;
R1MD34;NÃO ENCONTRADO;;;
R1OK34;NÃO ENCONTRADO;;;
R1OP34;NÃO ENCONTRADO;;;
R1SG34;NÃO ENCONTRADO;;;
RAIA3;NÃO ENCONTRADO;;;
RAN 3;NÃO ENCONTRADO;;;
RAN 4;NÃO ENCONTRADO;;;
RANI4;NÃO ENCONTRADO;;;
RAP 3;NÃO ENCONTRADO;;;
RAP 4;NÃO ENCONTRADO;;;
RBCS3B;NÃO ENCONTRADO;;;
RBRA3B;NÃO ENCONTRADO;;;
RCES40;NÃO ENCONTRADO;;;
RCL 5;NÃO ENCONTRADO;;;
RCLL4;NÃO ENCONTRADO;;;
RCLL5;NÃO ENCONTRADO;;;
RCPR11;NÃO ENCONTRADO;;;
RCPR12;NÃO ENCONTRADO;;;
RCPR3;NÃO ENCONTRADO;;;
RCPR5;NÃO ENCONTRADO;;;
RCPR6;NÃO ENCONTRADO;;;
RCPR7;NÃO ENCONTRADO;;;
RCPR8;NÃO ENCONTRADO;;;
RCS 3;NÃO ENCONTRADO;;;
RCS 4;NÃO ENCONTRADO;;;
RCSA11;NÃO ENCONTRADO;;;
RCTB30;NÃO ENCONTRADO;;;
RCTB31;NÃO ENCONTRADO;;;
RCTB32;NÃO ENCONTRADO;;;
RCTB33;NÃO ENCONTRADO;;;
RCTB40;NÃO ENCONTRADO;;;
RCTB41;NÃO ENCONTRADO;;;
RCTB42;NÃO ENCONTRADO;;;
RDCD3;NÃO ENCONTRADO;;;
RDNI3;NÃO ENCONTRADO;;;
RDSA34;NÃO ENCONTRADO;;;
RDSA35;NÃO ENCONTRADO;;;
RDTR3;NÃO ENCONTRADO;;;
REA 3;NÃO ENCONTRADO;;;
REA 4;NÃO ENCONTRADO;;;
REAL3;NÃO ENCONTRADO;;;
REAL4;NÃO ENCONTRADO;;;
RECF3;NÃO ENCONTRADO;;;
RECF4;NÃO ENCONTRADO;;;
REDE4;NÃO ENCONTRADO;;;
REE 4;NÃO ENCONTRADO;;;
REEM4;NÃO ENCONTRADO;;;
REP 3;NÃO ENCONTRADO;;;
REP 4;NÃO ENCONTRADO;;;
REPA3;NÃO ENCONTRADO;;;
REPA4;NÃO ENCONTRADO;;;
RGEG13;NÃO ENCONTRADO;;;
RGEG3;NÃO ENCONTRADO;;;
RHD 3;NÃO ENCONTRADO;;;
RHD 4;NÃO ENCONTRADO;;;
RHDS3;NÃO ENCONTRADO;;;
RHDS4;NÃO ENCONTRADO;;;
RHE 3;NÃO ENCONTRADO;;;
RHE 4;NÃO ENCONTRADO;;;
RHER3;NÃO ENCONTRADO;;;
RHER4;NÃO ENCONTRADO;;;
RHPR3;NÃO ENCONTRADO;;;
RHPR4;NÃO ENCONTRADO;;;
RIO 3;NÃO ENCONTRADO;;;
RIO 4;NÃO ENCONTRADO;;;
RIP 3;NÃO ENCONTRADO;;;
RIP 4;NÃO ENCONTRADO;;;
RIPI3;NÃO ENCONTRADO;;;
RIPI4;NÃO ENCONTRADO;;;
RJCP3;NÃO ENCONTRADO;;;
RLOG3;NÃO ENCONTRADO;;;
RNAR3;NÃO ENCONTRADO;;;
RNEW11;NÃO ENCONTRADO;;;
RNPT3;NÃO ENCONTRADO;;;
RNPT4;NÃO ENCONTRADO;;;
ROM 3;NÃO ENCONTRADO;;;
ROM 4;NÃO ENCONTRADO;;;
ROM 5;NÃO ENCONTRADO;;;
ROMI4;NÃO ENCONTRADO;;;
ROS 3;NÃO ENCONTRADO;;;
ROS 4;NÃO ENCONTRADO;;;
ROSI3;NÃO ENCONTRADO;;;
ROSI4;NÃO ENCONTRADO;;;
ROST34;NÃO ENCONTRADO;;;
RPA 3;NÃO ENCONTRADO;;;
RPA 5;NÃO ENCONTRADO;;;
RPA 6;NÃO ENCONTRADO;;;
RPM 3;NÃO ENCONTRADO;;;
RPM 4;NÃO ENCONTRADO;;;
RPMG4;NÃO ENCONTRADO;;;
RPPR3;NÃO ENCONTRADO;;;
RPPR5;NÃO ENCONTRADO;;;
RPPR6;NÃO ENCONTRADO;;;
RPS 4;NÃO ENCONTRADO;;;
RPSA12;NÃO ENCONTRADO;;;
RPSA4;NÃO ENCONTRADO;;;
RRRP3;NÃO ENCONTRADO;;;
RSI 3;NÃO ENCONTRADO;;;
RSID3;NÃO ENCONTRADO;;;
RSIP11;NÃO ENCONTRADO;;;
RSIP12;NÃO ENCONTRADO;;;
RSIP3;NÃO ENCONTRADO;;;
RSIP4;NÃO ENCONTRADO;;;
RSU 4;NÃO ENCONTRADO;;;
RUMO3;NÃO ENCONTRADO;;;
S1BA34;NÃO ENCONTRADO;;;
S1EA34;NÃO ENCONTRADO;;;
S1GE34;NÃO ENCONTRADO;;;
S1IV34;NÃO ENCONTRADO;;;
S1NA34;NÃO ENCONTRADO;;;
S1NN34;NÃO ENCONTRADO;;;
S1OU34;NÃO ENCONTRADO;;;
S1PL34;NÃO ENCONTRADO;;;
S1SL34;NÃO ENCONTRADO;;;
S1SN34;NÃO ENCONTRADO;;;
S1TE34;NÃO ENCONTRADO;;;
S1WK34;NÃO ENCONTRADO;;;
S1YF34;NÃO ENCONTRADO;;;
S1YY34;NÃO ENCONTRADO;;;
SAB 4;NÃO ENCONTRADO;;;
SAD 3;NÃO ENCONTRADO;;;
SAD 4;NÃO ENCONTRADO;;;
SAG 3;NÃO ENCONTRADO;;;
SAG 4;NÃO ENCONTRADO;;;
SAL 5;NÃO ENCONTRADO;;;
SAL 6;NÃO ENCONTRADO;;;
SALM3;NÃO ENCONTRADO;;;
SALM4;NÃO ENCONTRADO;;;
SAM 3;NÃO ENCONTRADO;;;
SAM 4;NÃO ENCONTRADO;;;
SAMI3;NÃO ENCONTRADO;;;
SAMI4;NÃO ENCONTRADO;;;
SAN 4;NÃO ENCONTRADO;;;
